cellID,cx,cy,p1,p2,p3,nbr12,nbr23,nbr31,n12x,n12y,n23x,n23y,n31x,n31y
798,-0.137699931104552,-0.189110534448503,375,206,207,799,330,400,0.405349332386664,-0.914161866812265,0.568655465484149,0.822575809013981,-0.998467126647625,0.0553479629619253
799,-0.127273021591415,-0.208139710938285,375,374,206,898,106,798,-0.575457773029001,-0.817831493316626,0.998142449113465,0.0609233229377187,-0.405349332386664,0.914161866812265
800,0.225483739004001,-0.0727662765644171,363,194,195,801,265,189,0.724842933603735,0.688914161274633,-0.950597225334778,0.310426988494592,0.185589030018031,-0.982627453278691
801,0.239810990033919,-0.0572778860426203,363,362,194,1028,244,800,0.986648060845232,-0.162866829128414,-0.371499806491975,0.928433031390216,-0.724842933603735,-0.688914161274633
802,0.106568434494778,0.209953261543522,354,185,186,803,340,815,-0.525459837979968,0.850818405225266,-0.522619097696946,-0.85256628992849,0.998142449113465,0.0609233229377174
803,0.0937917567385661,0.228248529384742,354,353,185,515,484,802,0.443744271191088,0.896153458836761,-0.980795827086071,-0.195037292768715,0.525459837979968,-0.850818405225266
804,-0.0803792201232345,-0.289157329165893,1117,890,529,1893,1172,2003,-0.929865406012036,-0.367899886792685,0.801918874818132,-0.597432940345961,-0.0033372573940513,0.999994431341038
805,-0.10599598896659,-0.430059319424308,600,599,446,918,439,1062,0.0237824124117985,0.999717158430261,-0.873625024595709,-0.486599749691825,0.865155466932967,-0.501503756751632
806,-0.242424242424242,0.439010817018332,557,401,402,807,450,975,0.865155466932967,-0.501503756751632,0.0,1.0,-0.865155466932967,-0.501503756751631
807,-0.227272727272727,0.43029807659238,556,401,557,53,806,1096,0.865155466932968,0.501503756751631,-0.865155466932967,0.501503756751632,3.66373598126301e-15,-1.0
808,0.210036937120605,-0.106440812151337,364,195,196,189,273,809,0.84347391741948,0.537170131925665,-0.872925711527615,0.487853156343184,0.0581612546011976,-0.998307201448139
809,0.208454285410967,-0.127220438676053,364,196,365,808,474,795,-0.0581612546011976,0.998307201448139,-0.925178988574072,-0.379531077912017,0.817740892169361,-0.575586512414995
810,0.106892946058891,-0.209071087810611,368,199,200,811,306,585,0.999002730508696,-0.0446491258164201,-0.462655762783636,0.886538011121402,-0.520711657210347,-0.853732610391131
811,0.127876144131024,-0.207885376109418,368,367,199,619,374,810,0.551356192058196,-0.834269950003646,0.378763060269015,0.92549367592418,-0.999002730508696,0.0446491258164201
812,-0.46514903829619,0.318181818181819,411,247,248,813,6,436,0.501503756751632,0.865155466932967,-1.0,-0.0,0.501503756751632,-0.865155466932967
813,-0.456436297870237,0.333333333333334,411,410,247,1018,670,812,1.0,-0.0,-0.501503756751631,0.865155466932968,-0.501503756751632,-0.865155466932967
814,0.137693372918405,0.189124082045244,355,186,187,815,309,275,-0.406569849759806,0.913619700568179,-0.568655465484145,-0.822575809013984,0.998502714602544,-0.0547021839724068
815,0.127266463405268,0.208153258535025,355,354,186,1046,802,814,0.575015078496427,0.818142811189921,-0.998142449113465,-0.0609233229377174,0.406569849759806,-0.913619700568179
816,0.0151515151515155,0.46514903829619,393,226,227,367,246,817,0.86515546693297,-0.501503756751626,-7.32747196252602e-15,1.0,-0.865155466932964,-0.501503756751637
817,3.2323680769034497e-16,0.456436297870237,393,227,394,816,574,1030,0.865155466932964,0.501503756751637,-0.865155466932964,0.501503756751637,-3.66373598126298e-15,-1.0
818,0.196969696969697,0.46514903829619,387,220,221,819,395,362,0.865155466932968,-0.501503756751631,-1.8318679906315103e-15,1.0,-0.865155466932966,-0.501503756751634
819,0.212121212121212,0.456436297870237,387,386,220,370,796,818,0.0,-1.0,0.865155466932967,0.501503756751631,-0.865155466932968,0.501503756751631
820,0.36412977490725,0.439168725164418,537,381,382,840,708,822,0.859163240340265,-0.511701599028199,-0.0032128833817392,0.999994838676868,-0.852986517846937,-0.521932946240565
821,0.242961034099729,0.386203831648139,775,667,668,1542,1363,1550,0.859903463602854,-0.510456690899253,0.0307667519620986,0.999526591429014,-0.860173076058036,-0.510002234529277
822,0.348689375872088,0.430422603048451,538,537,382,1045,820,1074,0.0120825688294251,-0.999927003100967,0.852986517846937,0.521932946240565,-0.865155466932966,0.501503756751633
823,0.404047550510614,0.151434685086334,752,635,753,826,599,1544,0.501503756751624,-0.865155466932972,0.490707488392983,0.871324371766939,-0.999937202379015,-0.0112067523586913
824,-0.0680287314228542,0.319304047472661,994,887,652,1836,1538,1435,-0.935639622118841,0.352956792711674,0.0250839031199694,-0.999685349399634,0.814944596844538,0.579538871926547
825,-0.181405856004862,0.403742270796724,681,555,682,531,882,1522,0.858129336725,0.513433580370345,-0.865155466932966,0.501503756751634,-0.0396882123412789,-0.999212112517234
826,0.412872595740475,0.136363636363636,752,634,635,1071,1083,823,-0.501503756751641,-0.865155466932961,1.0,-1.0991207943789e-14,-0.501503756751624,0.865155466932972
827,0.439010817018332,0.0606060606060602,632,479,480,925,673,1085,-0.501503756751634,-0.865155466932966,1.0,-0.0,-0.501503756751633,0.865155466932967
828,-0.437648670108742,-0.426049754472743,644,435,495,711,661,829,0.495153563897189,0.868805471990084,-0.998910782953827,-0.0466609869009739,0.68240696482097,-0.73097245800634
829,-0.425975192161358,-0.438524631013113,644,495,436,828,667,885,-0.68240696482097,0.73097245800634,-0.107712081314175,-0.994182129963604,0.901338805803537,0.433114715927147
830,0.106060606060606,-0.43029807659238,606,453,607,735,891,926,-0.865155466932965,-0.501503756751634,0.865155466932964,-0.501503756751638,-1.09912079437889e-14,1.0
831,0.0598369075868915,-0.403245544153235,725,605,726,1258,1049,1620,-0.858246638555191,-0.513237476621412,0.876269978289528,-0.481820428322078,0.0043303260592895,0.999990624094156
832,0.289755755415984,-0.080836961488673,1114,886,519,1977,1312,2037,0.361825250129194,-0.932245937705789,0.573862643750007,0.818951565178462,-0.999613289685925,0.0278077522155636
833,0.412548375743282,-0.257916823860506,739,621,622,1136,979,1107,-0.462141938969193,-0.886805969897471,1.0,5.49560397189452e-15,-0.512355659172647,0.858773356895615
834,-0.134326725892269,0.35703968180488,925,787,788,1539,1315,1593,0.901443092972999,-0.432897620842702,0.0095831933829328,0.999954080147976,-0.884442564069595,-0.466649066067854
835,-0.287878787878788,0.43029807659238,558,403,559,974,668,1256,0.865155466932968,0.501503756751631,-0.865155466932967,0.501503756751633,5.49560397189452e-15,-1.0
836,-0.0606060606060601,0.439010817018332,551,395,396,837,601,207,0.865155466932968,-0.50150375675163,-1.83186799063149e-15,1.0,-0.865155466932965,-0.501503756751635
837,-0.0454545454545449,0.43029807659238,551,550,395,1178,611,836,1.64868119156836e-14,-1.0,0.865155466932967,0.501503756751631,-0.865155466932968,0.50150375675163
838,0.439010817018332,0.212121212121212,637,484,485,839,589,951,-0.50150375675163,-0.865155466932968,1.0,-1.83186799063152e-15,-0.501503756751629,0.865155466932968
839,0.43029807659238,0.196969696969697,637,636,484,1286,592,838,-1.0,1.0991207943789e-14,0.501503756751632,-0.865155466932967,0.50150375675163,0.865155466932968
840,0.37968888369674,0.430492874705799,536,381,537,786,820,1176,0.859936732372621,0.510400642942678,-0.859163240340265,0.511701599028199,-0.0085047234028453,-0.999963834185937
841,0.409437462090754,0.430949508492361,645,380,536,843,786,887,0.907464032939398,0.420129776285095,-0.858905377995925,0.512134310166461,0.0543577056111111,-0.998521526979111
842,0.437413882151977,0.363898219092972,642,489,490,760,707,957,-0.48464176301118,-0.874712730869636,0.998273090815117,0.0587438180103573,-0.57484283084319,0.818263844874126
843,0.425873234508145,0.438536867098154,645,493,380,709,725,841,0.692825023785873,-0.721105738720823,0.104086150627703,0.994568284859067,-0.907464032939398,-0.420129776285095
844,-0.395296552134419,0.43554337708686,562,406,407,1103,526,1014,0.879792013955147,-0.475358824658539,0.0345134642886031,0.999404232922194,-0.892071239959051,-0.451894791780035
845,-0.170746283640439,0.201849984696331,503,346,347,970,354,965,-0.998282846400278,0.0585777994035182,0.570826355268751,-0.821070808231905,0.404587445309708,0.914499316072879
846,0.140142187711658,0.268826877328823,1110,892,1062,1532,1847,1424,0.485083130677409,-0.874468041915886,0.295986000978416,0.955192277619959,-0.98642519901995,-0.164211225981822
847,0.181818181818182,0.439010817018332,543,387,388,167,362,514,0.865155466932969,-0.501503756751628,-3.66373598126301e-15,1.0,-0.865155466932965,-0.501503756751635
848,-0.332889869730862,0.403271178360984,687,686,560,1400,1185,1326,0.0402318914288118,-0.999190369705423,0.868247989996109,0.496130454485226,-0.886210676075257,0.463282459856011
849,-0.348307235244115,0.429524336534373,561,560,405,1326,669,1102,0.0096769841400674,-0.999953176892775,0.852242757438205,0.523146520961503,-0.874704573121191,0.48465648634974
850,-0.403798247679156,-0.120891714755053,703,580,704,665,878,1162,-0.501503756751627,0.86515546693297,-0.462232311076744,-0.886758868349594,0.999317238674619,0.0369466708613066
851,-0.278548905902298,0.0088966399345572,764,340,497,1209,792,1623,0.0294862055847428,-0.999565187309069,0.74209271192917,0.670297252643638,-0.970634292648062,0.240559909244239
852,0.439010817018332,-0.181818181818182,624,471,472,973,685,563,-0.501503756751628,-0.865155466932969,1.0,3.6637359812630205e-15,-0.501503756751634,0.865155466932966
853,0.384772176473899,-0.150676272522313,850,742,743,1605,1241,1527,-0.493530417386748,-0.869728536449197,0.999918742762797,-0.0127478575324091,-0.45967989470996,0.888084677493898
854,0.303030303030303,0.439010817018332,539,383,384,1075,739,1027,0.865155466932967,-0.501503756751631,0.0,1.0,-0.865155466932967,-0.501503756751631
855,0.43029807659238,0.257575757575757,639,638,486,1323,950,349,-1.0,7.327471962526011e-15,0.501503756751634,-0.865155466932966,0.501503756751632,0.865155466932967
856,0.43029807659238,0.106060606060606,633,481,634,1084,147,1148,0.501503756751629,-0.865155466932969,0.501503756751632,0.865155466932967,-1.0,-1.09912079437891e-14
857,0.403485247784825,0.0601965994314576,749,632,750,146,624,1554,0.503521896971449,-0.863982464677538,0.47221674385583,0.881482471080507,-0.999995672012117,-0.0029421007860537
858,-0.412590243098368,-0.257812181984157,708,584,585,1290,921,1151,0.506713790043628,0.86211433985268,-1.0,1.09912079437891e-14,0.471861958146797,-0.881672440566149
859,-0.0607922367979429,-0.40423334757585,721,601,722,1244,942,1606,-0.865155466932967,-0.501503756751631,0.871370668310428,-0.490625272900039,0.0074121506363293,0.999972529634162
860,0.318124220080264,-0.430188203348971,613,460,614,751,430,1275,-0.865155466932967,-0.501503756751632,0.870300209791943,-0.492521618648462,-0.010939177760855,0.999940165404869
861,0.202250701945464,-0.188823780319636,771,522,366,1430,794,881,0.889489154588801,-0.456956282229383,-0.0998073342484944,0.995006781901616,-0.704257468922275,-0.709944658031308
862,-0.11105645668103,-0.272693865745187,1117,530,1065,2002,1869,865,0.831839852965852,0.555015728621947,-0.765192841556607,0.643801145720109,0.0272757264608879,-0.99962794816173
863,-0.11918282950582,-0.247339498839585,1109,530,374,1869,633,1602,-0.102110464770371,-0.994773066073051,0.980870702638171,0.194660382990738,-0.849343481705351,0.52784055365672
864,-0.245172153359021,-0.118368003407586,1106,378,535,867,946,2008,0.490940858963582,-0.871192902289786,0.319067569361759,0.947731969589282,-0.999767347239099,-0.0215696869354704
865,-0.11350473233978,-0.289335513662153,1065,1073,1117,1943,1893,862,-0.922621451581797,-0.385706698258012,0.795017280068825,-0.606586782243042,-0.0272757264608879,0.99962794816173
866,-0.43029807659238,-0.045454545454545,578,577,423,208,697,496,1.0,-0.0,-0.501503756751632,0.865155466932967,-0.501503756751632,-0.865155466932967
867,-0.239870090327971,-0.133097891139517,1106,534,378,2009,250,864,-0.782838651347261,-0.622224755178385,0.945009634247903,-0.327042491396216,-0.490940858963582,0.871192902289786
868,0.0002394160594418,0.404381206707969,676,675,549,1377,917,1179,0.022203079546018,-0.999753481243588,0.856985606132011,0.515340344706826,-0.873035618267151,0.487656445909304
869,-0.196969696969697,0.43029807659238,556,555,400,882,1002,53,-1.8318679906315e-15,-1.0,0.865155466932966,0.501503756751634,-0.865155466932968,0.501503756751631
870,-0.166501206055925,-0.42990765039613,597,444,598,645,636,521,-0.865155466932963,-0.501503756751638,0.867661316396529,-0.49715575027253,-0.0380017818391219,0.999277671409229
871,-0.196969696969697,-0.43029807659238,596,443,597,994,645,1310,-0.865155466932968,-0.50150375675163,0.86515546693297,-0.501503756751626,-7.327471962526071e-15,1.0
872,-0.43029807659238,0.196969696969697,569,415,570,698,646,1196,-0.501503756751632,0.865155466932967,-0.501503756751632,-0.865155466932967,1.0,-0.0
873,-0.411526131113968,0.13589011949076,695,571,572,1229,889,696,0.496861504664637,0.867829848059165,-0.999857424085863,0.0168858372722073,0.467683273325566,-0.883896122772062
874,-0.0973242371158266,0.298465100952367,887,1078,1118,1924,1925,1314,-0.0474982662298141,0.998871320393754,-0.791459816971418,-0.611221202282422,0.937093500869385,-0.349078459129692
875,-0.106060606060606,0.43029807659238,553,552,397,1025,642,1008,1.0991207943789e-14,-1.0,0.865155466932966,0.501503756751633,-0.865155466932966,0.501503756751634
876,-0.439010817018332,0.303030303030303,566,411,412,1019,436,1081,0.501503756751631,0.865155466932968,-1.0,-0.0,0.501503756751632,-0.865155466932967
877,-0.257800653437553,0.412555459363507,684,557,558,1124,975,1184,0.86344690670643,-0.504439728113377,5.49560397189452e-15,1.0,-0.881960263557219,-0.471323767177172
878,-0.412510988105109,-0.136043229906568,704,580,581,850,1037,1174,0.462232311076744,0.886758868349594,-1.0,-7.327471962526041e-15,0.509347510931968,-0.860560929340514
879,-0.290551879525308,-0.047565178811297,648,499,496,1218,963,1496,-0.358088880164674,-0.933687503344888,0.990962051580638,0.134142507532445,-0.633225875576637,0.773967047425278
880,0.430397696225657,-0.348667320664508,618,466,619,966,629,991,0.519237836366004,-0.854629784927925,0.50150375675163,0.865155466932968,-0.999953080982673,-0.0096868897619268
881,0.189086386652541,-0.202366742639099,771,366,523,861,618,1168,0.704257468922275,0.709944658031308,-0.997630477174158,0.0687999346893763,0.474770504786392,-0.88010963395754
882,-0.196969696969697,0.412872595740475,682,555,556,825,869,1038,0.865155466932966,-0.501503756751634,1.8318679906315e-15,1.0,-0.865155466932968,-0.501503756751631
883,-0.164033007579291,0.254263828447377,894,651,504,1446,1097,567,-0.496656825282805,0.867947001780642,-0.550118069384766,-0.835086887537086,0.996018525785097,0.0891464878325718
884,-0.150714338043616,-0.327874486238495,1048,951,952,1578,1689,1942,-0.950411848169893,0.310994081709425,0.0898996259546465,-0.995950830740762,0.85557764237232,0.517674509583602
885,-0.409434142860842,-0.430833583719712,590,644,436,989,829,331,-0.0948673679502663,0.995489920842089,-0.901338805803537,-0.433114715927147,0.855168230688382,-0.518350554375417
886,0.257872413362789,0.412552541816842,667,540,541,529,1099,1363,0.884928438700621,-0.465727021310639,0.0,1.0,-0.860525680426521,-0.509407060538499
887,0.41115685437721,0.413437256113989,643,645,536,787,841,1131,0.974961894240759,-0.222371996389995,-0.0543577056111111,0.998521526979111,-0.783398868585543,-0.621519277817584
888,-0.43029807659238,0.227272727272728,569,568,414,934,566,698,1.0,-0.0,-0.501503756751632,0.865155466932967,-0.501503756751633,-0.865155466932966
889,-0.429653144531761,0.136148493771026,572,571,417,873,418,980,0.999857424085863,-0.0168858372722073,-0.473197025981746,0.880956624699554,-0.496070358330479,-0.868282327118242
890,0.100967357741196,-0.241668404812996,525,368,369,2017,585,2028,0.947718142375401,-0.319108637633832,-0.417682175810283,0.908593198307355,-0.374543582927797,-0.927209309965991
891,0.121212121212121,-0.439010817018332,607,453,454,830,277,1053,-0.865155466932964,0.501503756751638,-3.66373598126298e-15,-1.0,0.865155466932968,0.501503756751629
892,-0.43029807659238,-0.287878787878787,586,585,431,1300,614,479,1.0,5.4956039718945304e-15,-0.50150375675163,0.865155466932968,-0.501503756751633,-0.865155466932966
